,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
0,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3,Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,.468,0.2,0.6,.267,2.6,5.4,.492,1.5,2.3,.660,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3
1,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,.503,0.0,0.0,,2.8,5.6,.503,2.4,4.1,.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0
2,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,.520,0.0,0.0,,5.4,10.3,.520,2.8,4.5,.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6
3,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,.459,1.8,4.2,.427,4.7,10.0,.473,3.9,4.7,.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8
4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,.546,0.0,0.0,.000,5.1,9.4,.548,2.1,2.5,.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4
5,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,.541,0.0,0.0,,3.6,6.7,.541,2.8,3.3,.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0
6,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,.458,0.0,0.2,.200,9.4,20.3,.461,4.3,5.2,.822,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1
