,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
0,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109,Quincy Acy,PF,24,NYK,68,22,1287,6.2,13.5,.459,0.7,2.5,.300,5.5,11.1,.494,3.1,4.0,.784,3.2,9.1,12.3,2.8,1.1,0.9,2.5,6.0,16.3,,105,109
1,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100,Jordan Adams,SG,20,MEM,30,0,248,7.4,18.1,.407,2.1,5.3,.400,5.3,12.8,.410,2.9,4.8,.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100
2,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,Steven Adams,C,21,OKC,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104
3,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,Jeff Adrien,PF,28,MIN,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108
4,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,Arron Afflalo,SG,29,TOT,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111
5,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,Alexis Ajinça,C,26,NOP,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103
